Social.Category,Source,gender.main,gender_norm.main,gender.ext,gender_norm.ext,gender.red,gender_norm.red,age.main,age_norm.main,age.ext,age_norm.ext,age.red,age_norm.red
scholarly person,GPT2,-0.21684429,0.489723982,-0.003044151,0.487475795,-0.12180759,0.519747849,-0.062013566,0.401242364,0.004410129,0.380997232,-0.045766987,0.505970326
scholastic,GPT2,-0.27711657,0.333676787,-0.031909738,0.244071594,-0.16553046,0.384011017,-0.08903988,0.257238462,-0.005226285,0.316689232,-0.077519044,0.222043072
school-age child,GPT2,-0.1826676,0.578208715,-0.00935328,0.434275128,-0.07619543,0.661349946,-0.037965156,0.529379146,0.02798606,0.538329723,-0.04559599,0.507499383
school principal,GPT2,-0.14395738,0.678430927,0.010543598,0.6020522,-0.053560343,0.731620151,-0.03698093,0.534623382,0.01863952,0.475956177,-0.03741622,0.580642979
school superintendent,GPT2,-0.13902827,0.691192578,0.009823813,0.595982734,-0.05075289,0.740335836,-0.0364005,0.537716079,0.01844642,0.474667536,-0.03695487,0.584768376
school teacher,GPT2,-0.13728231,0.695712934,0.012082301,0.615027054,-0.047014527,0.751941514,-0.033221845,0.554652858,0.021677816,0.496232054,-0.035440754,0.598307619
schoolboy,GPT2,-0.24049278,0.428497154,-0.021834671,0.3290279,-0.13895641,0.466509658,-0.08118109,0.299112334,0.003396612,0.374233588,-0.07791881,0.21846836
schoolchild,GPT2,-0.23170778,0.451241849,-0.007694162,0.448265357,-0.12828548,0.499637361,-0.074800044,0.333112366,0.003372133,0.37407023,-0.06832361,0.304268747
schoolfellow,GPT2,-0.26568884,0.363263609,-0.02176913,0.329580564,-0.15367472,0.42081694,-0.080021046,0.305293379,-0.000264329,0.349802531,-0.065217644,0.33204233
schoolfriend,GPT2,-0.22270411,0.474552688,-0.005042015,0.470629147,-0.12367747,0.513942842,-0.0736643,0.339163933,0.001418266,0.361031222,-0.06279805,0.353678367
schoolgirl,GPT2,-0.23393054,0.445487039,-0.009651957,0.431756584,-0.12611018,0.506390539,-0.07697178,0.321540738,0.002754496,0.369948469,-0.0724081,0.267745191
schoolmaster,GPT2,-0.21523984,0.493877963,-0.010667322,0.42319469,-0.11585986,0.538212466,-0.06770664,0.370908044,0.007473555,0.401440809,-0.06322833,0.349830799
schoolmate,GPT2,-0.169018,0.613548041,0.01216371,0.615713522,-0.08301772,0.640170275,-0.059416045,0.415082696,0.003404846,0.374288539,-0.050377056,0.464747037
schoolmistress,GPT2,-0.25252184,0.397353466,-0.013523089,0.399113915,-0.13844055,0.468111136,-0.0793345,0.308951492,-0.001582853,0.341003446,-0.06800938,0.307078595
schoolteacher,GPT2,-0.26259524,0.371273056,-0.003181656,0.486316307,-0.15606359,0.413400738,-0.08131229,0.298413263,-0.007009356,0.304790016,-0.056215256,0.412541786
science teacher,GPT2,-0.14627917,0.672419726,0.013844489,0.629886408,-0.06023239,0.710906906,-0.04000864,0.518490881,0.015023137,0.451822469,-0.03401578,0.611049753
scientist,GPT2,-0.22733532,0.462562312,-0.013080413,0.402846706,-0.12762846,0.501677067,-0.07106244,0.353027385,0.001097541,0.358890886,-0.059855457,0.379991067
screen actor,GPT2,-0.16013299,0.636551666,0.006224318,0.565630602,-0.06761637,0.687983478,-0.04330117,0.500947342,0.015601002,0.455678818,-0.040259223,0.555220814
screenwriter,GPT2,-0.20639433,0.51677932,0.00042674,0.516743502,-0.11246002,0.548767205,-0.07240184,0.34589068,-0.000773659,0.346403546,-0.059316173,0.384813351
scribe,GPT2,-0.22800575,0.460826543,-0.001262239,0.502501468,-0.13926142,0.465562761,-0.082765505,0.29067012,-0.008885073,0.292272538,-0.05607409,0.413804094
scriptwriter,GPT2,-0.2817926,0.32157037,-0.022068795,0.327053689,-0.17283745,0.361326604,-0.096133485,0.219441713,-0.006372678,0.309038848,-0.07773253,0.220134078
scuba diver,GPT2,-0.23089005,0.453358982,-0.008600609,0.440621899,-0.1305167,0.49271058,-0.07561864,0.328750653,-0.002296137,0.33624339,-0.062487848,0.356452197
sculptor,GPT2,-0.261889,0.373101537,-0.016698446,0.372338252,-0.1533334,0.421876562,-0.08586441,0.274158271,-0.007788748,0.299588797,-0.06687954,0.317181638
seasonal worker,GPT2,-0.1982045,0.537983098,-0.002625522,0.491005818,-0.1151951,0.540276201,-0.07647081,0.324210048,-0.002536092,0.334642061,-0.06686567,0.317305663
secret agent,GPT2,-0.21452218,0.495736012,-0.006863548,0.45526937,-0.121225595,0.521554642,-0.07446263,0.334910204,0.002672402,0.369400618,-0.066544436,0.320178141
secretary,GPT2,-0.28777322,0.306086321,0.000545251,0.51774282,-0.20839466,0.25093991,-0.11925508,0.096243266,-0.030156419,0.15031955,-0.07765274,0.220847561
securities analyst,GPT2,-0.18519726,0.57165933,5.79E-07,0.513149971,-0.09266881,0.610208647,-0.053091843,0.448779847,0.010020031,0.41843456,-0.042905413,0.531558553
security consultant,GPT2,-0.14049701,0.687389955,0.012422276,0.617893836,-0.0562835,0.723166161,-0.0436893,0.498879275,0.014656134,0.449373301,-0.041135937,0.547381228
security director,GPT2,-0.16957757,0.612099294,0.007360342,0.57520993,-0.08431141,0.636154038,-0.05772039,0.424117629,0.005347835,0.387254954,-0.049085636,0.476294929
security guard,GPT2,-0.15939145,0.638471541,0.004194733,0.548516464,-0.07232534,0.673364568,-0.05186651,0.45530877,0.012682326,0.436201218,-0.050923236,0.459863089
seducer,GPT2,-0.24327888,0.421283836,-0.006852226,0.455364842,-0.1507066,0.430031413,-0.08546237,0.276300455,-0.013985077,0.258237983,-0.058751386,0.389863683
seductress,GPT2,-0.20186755,0.528499324,-0.002549369,0.491647961,-0.10287795,0.578514562,-0.06253411,0.398468757,0.002207143,0.366295745,-0.050963,0.459507519
self-employed person,GPT2,-0.17459454,0.59911017,0.002256653,0.532173935,-0.07977454,0.650238666,-0.035988167,0.539913106,0.023321878,0.507203598,-0.03162363,0.632440385
self-seeker,GPT2,-0.2287706,0.458846318,-0.000888137,0.505656019,-0.12727125,0.502786019,-0.04750894,0.478527145,0.016697599,0.462996889,-0.029444665,0.651924715
self-starter,GPT2,-0.21489555,0.494769343,-0.004671212,0.473755875,-0.11648478,0.536272413,-0.05186466,0.455318627,0.016079694,0.458873339,-0.040813953,0.550260412
semanticist,GPT2,-0.23507848,0.44251498,-0.021033451,0.335784053,-0.13300037,0.485000073,-0.075256236,0.330681645,0.003801212,0.376933661,-0.06862256,0.301595533
semifinalist,GPT2,-0.26186123,0.373173435,-0.017117457,0.368805013,-0.16133305,0.397041798,-0.09132257,0.245075639,-0.011098009,0.277504649,-0.07290582,0.263294573
semiprofessional,GPT2,-0.2558246,0.388802497,-0.029718982,0.262544775,-0.14525281,0.446962602,-0.07605337,0.326434288,0.004907217,0.384314517,-0.06848736,0.302804493
senator,GPT2,-0.24580319,0.414748303,-0.005821251,0.464058367,-0.16279016,0.392518227,-0.097813256,0.210491414,-0.025420753,0.181922719,-0.061974227,0.361045002
senior citizen,GPT2,-0.20584555,0.518200132,0.007145584,0.573399019,-0.12976258,0.495051732,-0.08091963,0.300505468,-0.014609999,0.254067605,-0.055226803,0.421380544
sentinel,GPT2,-0.27540302,0.338113233,-0.02290069,0.320038874,-0.17519401,0.354010707,-0.08791981,0.263206514,-0.002759888,0.333148576,-0.06850708,0.302628156
septuagenarian,GPT2,-0.21876279,0.484756913,-0.015580676,0.38176366,-0.122898884,0.516359947,-0.07570959,0.328266046,-0.00380657,0.326163611,-0.063127,0.350736893
sergeant,GPT2,-0.27924523,0.328165607,-0.006970858,0.4543645,-0.18869393,0.312100458,-0.10329723,0.181271238,-0.025677577,0.18020882,-0.06339311,0.348357334
serial killer,GPT2,-0.2164589,0.490721771,-0.006832233,0.455533434,-0.12001958,0.525298693,-0.07750529,0.318698044,0.000289045,0.353495434,-0.07220896,0.269525903
servant girl,GPT2,-0.23804013,0.434847157,-0.001810426,0.497878976,-0.14026964,0.46243276,-0.07993045,0.305776101,-0.007040085,0.30458495,-0.060542706,0.373845679
servant,GPT2,-0.29295313,0.292675339,-0.022329263,0.324857336,-0.18764642,0.315352433,-0.101185076,0.192525397,-0.013269147,0.263015696,-0.07879437,0.210639092
server person,GPT2,-0.23401095,0.445278855,-0.010242223,0.426779265,-0.13508953,0.478514315,-0.0701118,0.358092666,0.005265819,0.386707628,-0.056218468,0.412513064
service man,GPT2,-0.22963166,0.456617001,-0.009250866,0.435138716,-0.13889663,0.466695244,-0.076396026,0.324608519,-0.001742268,0.339939598,-0.059879377,0.379777175
serviceman,GPT2,-0.29503894,0.287275099,-0.031354308,0.248755164,-0.18495682,0.323702246,-0.09435349,0.228926034,-0.007211111,0.303443621,-0.07478648,0.24647769
sex offender,GPT2,-0.19418578,0.548387715,-0.005937914,0.463074623,-0.09903845,0.590434218,-0.059569776,0.414263574,0.013476764,0.44150285,-0.06174018,0.363137853
sex symbol,GPT2,-0.2143567,0.496164446,-0.00384865,0.480691993,-0.111879036,0.550570859,-0.058245573,0.421319305,0.014064617,0.44542585,-0.05545899,0.419304325
sexist,GPT2,-0.23802966,0.434874264,-0.007730524,0.447958748,-0.14076385,0.460898495,-0.08106561,0.299727645,0.001213977,0.359667913,-0.07468818,0.24735669
shaman,GPT2,-0.29004908,0.300194034,-0.025907949,0.294680669,-0.18260482,0.331003986,-0.10169314,0.189818287,-0.015691835,0.246848041,-0.080735,0.193285957
sheepherder,GPT2,-0.23774834,0.435602612,-0.01438102,0.391879557,-0.12660341,0.504859316,-0.07112676,0.35268467,0.004772517,0.383415605,-0.06460737,0.337499407
shipbuilder,GPT2,-0.22811013,0.460556299,-0.005088047,0.470240986,-0.1375331,0.470928298,-0.08401352,0.28402034,-0.008976364,0.291663314,-0.06407867,0.342227049
shipmate,GPT2,-0.21966471,0.482421809,0.003902568,0.546052833,-0.1334575,0.483580922,-0.086256266,0.27207035,-0.014174498,0.256973894,-0.06356615,0.346810009
shipowner,GPT2,-0.23359597,0.446353254,-0.003892016,0.480326319,-0.14446484,0.44940884,-0.08716134,0.267247858,-0.01063453,0.280597647,-0.06595291,0.325467574
shipping clerk,GPT2,-0.19824414,0.537880468,-0.00298683,0.487959149,-0.099371806,0.589399321,-0.058489718,0.420018431,0.007643652,0.402575942,-0.051374912,0.455824197
shipwreck survivor,GPT2,-0.2232483,0.47314376,0.003476625,0.542461143,-0.13739353,0.47136159,-0.08299775,0.289432652,-0.012148816,0.270492155,-0.056201022,0.412669067
shipwright,GPT2,-0.21970703,0.482312241,0.00122953,0.52351289,-0.13562925,0.476838764,-0.08380552,0.285128623,-0.011447549,0.275172016,-0.06082177,0.371350286
shoemaker,GPT2,-0.259301,0.379801967,-0.014992137,0.38672642,-0.1580149,0.407342933,-0.09149443,0.24415992,-0.016530251,0.241252924,-0.065945506,0.32553378
shop assistant,GPT2,-0.19019844,0.558711087,0.015088326,0.640374854,-0.09913021,0.590149351,-0.061996274,0.401334501,0.00173799,0.36316488,-0.0440202,0.521590115
shop boy,GPT2,-0.22174312,0.477040727,-0.001887047,0.497232876,-0.13280118,0.485618455,-0.07668112,0.323089457,-0.005398053,0.315542949,-0.05512354,0.422303923
shop clerk,GPT2,-0.17366208,0.601524344,0.011844115,0.613018591,-0.082518205,0.64172101,-0.04958069,0.46748827,0.009794742,0.416931108,-0.036452815,0.589257758
shop girl,GPT2,-0.19672234,0.541820466,0.012443397,0.618071935,-0.099337496,0.589505836,-0.0596126,0.414035395,0.003571699,0.375402022,-0.04374291,0.524069646
shopaholic,GPT2,-0.25534615,0.390041222,-0.011004109,0.42035479,-0.15122081,0.428435058,-0.08182068,0.295704417,-0.004752895,0.319848368,-0.06227632,0.358343683
shopkeeper,GPT2,-0.23052612,0.454301211,0.000386955,0.516408021,-0.13350601,0.483430323,-0.07508663,0.331585354,-0.001590522,0.340952266,-0.05391497,0.43311097
shoplifter,GPT2,-0.29401425,0.28992806,-0.025803415,0.295562135,-0.16849497,0.374807752,-0.091811955,0.242468056,-0.008572307,0.294359766,-0.07564464,0.238804014
shopper,GPT2,-0.24994177,0.404033364,-0.013899362,0.395941057,-0.15031631,0.431243061,-0.087908864,0.263264837,-0.014624151,0.253973166,-0.06550192,0.329500331
shortstop,GPT2,-0.26093367,0.375574923,-0.023388272,0.315927421,-0.15420371,0.419174701,-0.089702934,0.253705521,-0.002215425,0.336782014,-0.07915713,0.207395288
shot putter,GPT2,-0.16418868,0.626051332,0.001315184,0.524235157,-0.06855654,0.685064738,-0.04290534,0.503056437,0.015610215,0.455740301,-0.042154033,0.538277402
showgirl,GPT2,-0.27880076,0.329316356,-0.012948327,0.403960499,-0.16788861,0.376690185,-0.09702779,0.214676601,-0.012975432,0.264975785,-0.0761516,0.234270772
showman,GPT2,-0.27155167,0.348084522,-0.022366755,0.324541191,-0.16913494,0.372820977,-0.092543736,0.238568919,-0.007993296,0.298223756,-0.073307335,0.259704222
significant other,GPT2,-0.11739967,0.747189835,0.009703205,0.594965728,-0.03652914,0.784493202,-0.042183336,0.506903481,0.018936237,0.477936299,-0.054347973,0.429239052
silversmith,GPT2,-0.29515815,0.28696646,-0.03700263,0.20112664,-0.18442105,0.325365534,-0.09183453,0.24234777,-0.003259909,0.329811714,-0.074221864,0.251526493
simpleton,GPT2,-0.22227646,0.47565989,-0.02026036,0.342303012,-0.11536314,0.539754524,-0.070766695,0.354603199,0.011129107,0.425835909,-0.07486956,0.245734788
singer,GPT2,-0.18926941,0.561116381,0.01173484,0.612097143,-0.10640346,0.567569683,-0.069104485,0.363459927,-0.008807368,0.292791098,-0.045509785,0.508270229
sinner,GPT2,-0.23170416,0.451251221,-0.002401508,0.492894778,-0.14423208,0.45013144,-0.081202865,0.298996311,-0.01153592,0.274582278,-0.05521243,0.421509068
sissy,GPT2,-0.2475757,0.410159208,-0.008776067,0.439142379,-0.14956455,0.433576886,-0.09072196,0.24827586,-0.013687922,0.260221028,-0.07006249,0.288719663
sister-in-law,GPT2,-0.15822223,0.641498695,-0.02496023,0.30267215,-0.021933364,0.829805515,0.005978517,0.763523559,0.060721353,0.75678664,-0.019245237,0.743128116
sister,GPT2,-0.1957113,0.544438086,0.016648566,0.653531315,-0.11045624,0.554987903,-0.07454904,0.334449787,-0.01269452,0.266850434,-0.048978757,0.477250642
sitar player,GPT2,-0.19944611,0.534768523,0.006805382,0.570530321,-0.12015161,0.524888808,-0.07218084,0.347068231,-0.009946758,0.28518745,-0.047138497,0.493706268
skateboarder,GPT2,-0.25670028,0.386535328,-0.017764261,0.363350947,-0.15437263,0.418650292,-0.08661749,0.270145646,-0.006287744,0.309605648,-0.06976213,0.291405485
skater,GPT2,-0.28359017,0.316916394,-0.025006002,0.302286186,-0.17383905,0.358217155,-0.10350185,0.180180965,-0.018277977,0.229589585,-0.08396194,0.164430623
skeptic,GPT2,-0.20641702,0.516720575,-0.00239223,0.492973013,-0.11288858,0.547436749,-0.066214405,0.378859097,-0.004652509,0.320518291,-0.046036556,0.503559837
skilled worker,GPT2,-0.09703979,0.799902328,0.015279625,0.64198795,-0.01859149,0.8401803,-0.027906874,0.582972538,0.024227122,0.513244687,-0.03842483,0.571623977
skin doctor,GPT2,-0.23079568,0.45360331,-0.001490274,0.500578606,-0.13561465,0.47688409,-0.074155316,0.33654766,-0.001830824,0.339348624,-0.054361314,0.429119757
slaughterer,GPT2,-0.1864935,0.568303316,0.010116696,0.598452421,-0.10705745,0.565539383,-0.0815039,0.297392311,-0.019839691,0.219167585,-0.056241766,0.412304733
smuggler,GPT2,-0.28799438,0.305513729,-0.018005513,0.36131663,-0.1838546,0.327124068,-0.1030589,0.182541128,-0.02057616,0.214252805,-0.07532846,0.241631299
sniper,GPT2,-0.23935108,0.431453058,-0.019712495,0.346922792,-0.13876401,0.467106961,-0.08031099,0.303748475,-0.001851135,0.339213081,-0.06949882,0.293760006
snowboarder,GPT2,-0.23663904,0.438474631,-0.005920974,0.463217473,-0.14200345,0.45705018,-0.082520984,0.291972997,-0.006757132,0.306473219,-0.06376147,0.345063455
soccer player,GPT2,-0.23477098,0.443311109,-0.024620261,0.305538882,-0.12605749,0.506554114,-0.06232284,0.399594464,0.015892528,0.457624299,-0.059628893,0.382017005
social anthropologist,GPT2,-0.24808952,0.408828909,-0.012253834,0.409816694,-0.136976,0.472657804,-0.07683143,0.322288562,0.001796674,0.363556504,-0.06812128,0.306077984
social drinker,GPT2,-0.20951706,0.508694455,-0.001735386,0.49851174,-0.11131438,0.552323823,-0.064702734,0.386913711,0.008059274,0.405349571,-0.05759348,0.400217691
social worker,GPT2,-0.22234829,0.475473919,-0.013740097,0.397284032,-0.11658759,0.535953242,-0.06835952,0.367429313,0.012490559,0.434921473,-0.06799793,0.307180981
socialist,GPT2,-0.26911485,0.354393541,-0.02721755,0.28363768,-0.15767117,0.408410036,-0.08562503,0.275433756,0.006445061,0.394577225,-0.08303508,0.172718615
sociobiologist,GPT2,-0.23477247,0.443307251,-0.015481207,0.382602415,-0.1315542,0.489489681,-0.07487971,0.332687883,-0.001472647,0.341738895,-0.06102609,0.369523254
sociolinguist,GPT2,-0.31327873,0.240051598,-0.032246258,0.241233946,-0.19478586,0.293188175,-0.09674857,0.216164365,-0.008972003,0.291692416,-0.07487374,0.24569741
sociologist,GPT2,-0.20721239,0.514661332,-0.002557319,0.491580927,-0.11276063,0.547833967,-0.06662542,0.376669092,-0.00097354,0.345069656,-0.05137875,0.455789878
sociopath,GPT2,-0.26079205,0.375941582,-0.016550418,0.373586474,-0.15945031,0.402886729,-0.08202859,0.294596613,-0.004303174,0.322849553,-0.06285837,0.353138985
soldier,GPT2,-0.24943924,0.405334433,-0.015453034,0.382839979,-0.1527606,0.423654809,-0.08706883,0.267740778,-0.006308279,0.309468614,-0.06839513,0.303629215
solicitor,GPT2,-0.2166065,0.490339629,-0.003801891,0.481086278,-0.1306833,0.492193374,-0.08036305,0.303471085,-0.010961452,0.278415954,-0.059561122,0.382623014
soloist,GPT2,-0.20309281,0.52532708,0.003199599,0.540125161,-0.11967955,0.52635431,-0.07743582,0.3190682,-0.010270471,0.283027172,-0.058536656,0.391783801
sommelier,GPT2,-0.25669622,0.38654584,0.000447517,0.516918698,-0.1699214,0.370379426,-0.09349859,0.233481184,-0.023790693,0.192800822,-0.052529667,0.445498365
son-in-law,GPT2,-0.19841695,0.537433057,-0.014510574,0.390787114,-0.086117096,0.63054832,-0.03344456,0.553466169,0.025625374,0.522575834,-0.031249285,0.635787782
son,GPT2,-0.22043347,0.48043146,0.000416584,0.516657859,-0.14213985,0.456626728,-0.09308234,0.235699083,-0.02432238,0.189252642,-0.06165076,0.363937448
songwriter,GPT2,-0.23673066,0.438237424,-0.003226105,0.485941501,-0.14117658,0.459617182,-0.08287077,0.290109238,-0.008415278,0.295407686,-0.06162912,0.364130953
soul brother,GPT2,-0.20747381,0.513984506,0.008453766,0.584430044,-0.12086027,0.522688786,-0.07308394,0.342256257,-0.008710035,0.293440643,-0.049134012,0.47586235
soul mate,GPT2,-0.22369927,0.471976181,0.003290946,0.540895435,-0.13238753,0.486902623,-0.07389206,0.337950363,-0.005993072,0.311572128,-0.051849876,0.451577064
speaker,GPT2,-0.25034055,0.403000908,-0.025833359,0.295309637,-0.13631578,0.474707445,-0.07316442,0.341827437,0.007983493,0.404843852,-0.06974191,0.291586293
special agent,GPT2,-0.2517117,0.399450949,-0.009173177,0.435793816,-0.15357637,0.421122266,-0.09502972,0.225322887,-0.010862448,0.279076651,-0.07726113,0.224349342
spectator,GPT2,-0.2733713,0.343373432,-0.026699228,0.288008342,-0.17386588,0.358133862,-0.10240407,0.186030249,-0.0164634,0.24169905,-0.08322996,0.170975996
speechwriter,GPT2,-0.24049288,0.428496895,-0.009636603,0.431886054,-0.13985202,0.463729254,-0.07536161,0.330120182,0.002966289,0.371361859,-0.059728984,0.38112199
spinster,GPT2,-0.25439504,0.392503681,-0.005355266,0.467987707,-0.1598306,0.401706126,-0.09109576,0.246284147,-0.01337811,0.262288539,-0.06682933,0.317630616
spiritual leader,GPT2,-0.20573264,0.518492461,-0.006085793,0.461827665,-0.11072609,0.554150159,-0.062105156,0.400754347,0.008974202,0.411455286,-0.05505579,0.422909744
spiritualist,GPT2,-0.20593733,0.517962511,-0.01114939,0.419129732,-0.10801078,0.562579788,-0.06516046,0.384474816,0.010476998,0.4214841,-0.065398015,0.330429451
spokesman,GPT2,-0.26835844,0.356351915,-0.010787789,0.422178872,-0.1642595,0.387956689,-0.08774087,0.264159957,-0.011230919,0.276617683,-0.062218778,0.358858224
spokesperson,GPT2,-0.28852206,0.304147546,-0.008938612,0.43777175,-0.18097872,0.336052183,-0.09592923,0.220530042,-0.016602319,0.240771983,-0.0646083,0.337491091
spokeswoman,GPT2,-0.2793148,0.327985487,-0.006368085,0.459447279,-0.16751309,0.37785598,-0.094588615,0.227673221,-0.017933372,0.231889285,-0.06644507,0.321066673
sports announcer,GPT2,-0.18629782,0.568809939,-0.009836245,0.430202606,-0.09114288,0.614945868,-0.059431065,0.415002665,0.009339573,0.413893566,-0.056044787,0.414066122
sports commentator,GPT2,-0.18695892,0.567098326,-0.010225045,0.426924116,-0.091203466,0.61475778,-0.059319735,0.415595863,0.009171782,0.412773823,-0.05585295,0.41578153
sports editor,GPT2,-0.22829357,0.460081366,-0.008714773,0.43965923,-0.13324174,0.484250744,-0.07984953,0.306207265,-0.004909612,0.318802526,-0.06258808,0.355555922
sports fan,GPT2,-0.22516277,0.468187125,-0.016796237,0.371513646,-0.123600766,0.514180968,-0.066757604,0.375964778,0.00995437,0.417996375,-0.061228868,0.367710011
sports writer,GPT2,-0.19861117,0.536930214,-0.007498211,0.449917686,-0.104278564,0.574166382,-0.06543615,0.383005861,0.003743796,0.376550499,-0.055742566,0.416768585
sportscaster,GPT2,-0.23605388,0.439989633,-0.019132808,0.351810905,-0.13269418,0.485950634,-0.075476825,0.329506284,0.001937309,0.364495025,-0.0666698,0.319057135
sportsman,GPT2,-0.29068196,0.298555484,-0.029012984,0.268497985,-0.18698588,0.317403067,-0.099152446,0.203355828,-0.008368133,0.295722305,-0.07982799,0.201396451
sportswoman,GPT2,-0.25167766,0.39953908,-0.010042683,0.428461853,-0.1477194,0.43930512,-0.07713794,0.32065539,-0.002978662,0.3316886,-0.057944067,0.397082739
sportswriter,GPT2,-0.24630006,0.413461888,-0.010366681,0.425729794,-0.14473677,0.448564639,-0.075480305,0.329487741,-0.001886467,0.338977298,-0.055854466,0.415767974
spouse,GPT2,-0.2538746,0.39385112,-0.005495328,0.466806662,-0.14321125,0.453300587,-0.07814933,0.315266416,-0.002409063,0.335489781,-0.060919832,0.370473414
spy,GPT2,-0.29117614,0.297276033,-0.027016262,0.285335007,-0.17636313,0.350381196,-0.0960992,0.219624393,-0.006642435,0.307238644,-0.082931235,0.173647199
staff member,GPT2,-0.20106763,0.530570347,0.012685047,0.620109604,-0.12067837,0.523253492,-0.0735248,0.339907229,-0.007327389,0.302667644,-0.04979292,0.469970388
staff officer,GPT2,-0.18225606,0.579274207,0.012849955,0.621500167,-0.10103682,0.584230316,-0.061229553,0.405419809,0.000338052,0.353822482,-0.042486727,0.535302448
staff sergeant,GPT2,-0.19463776,0.547217521,0.011528712,0.610359008,-0.11270885,0.547994717,-0.06553552,0.38247639,-0.002007922,0.338166776,-0.043880537,0.522838983
staffer,GPT2,-0.22353165,0.472410156,0.000273971,0.515455301,-0.13386226,0.482324352,-0.07587486,0.32738544,-0.002687383,0.333632436,-0.056318168,0.411621546
stage director,GPT2,-0.1980211,0.538457927,0.011272175,0.608195803,-0.11624387,0.537020314,-0.07597039,0.326876429,-0.00901038,0.29143631,-0.05365564,0.435429901
stage manager,GPT2,-0.16531907,0.62312471,0.017218255,0.658335121,-0.08466441,0.635058157,-0.058618672,0.419331327,0.000343442,0.353858452,-0.04208842,0.538864114
stage technician,GPT2,-0.162422,0.630625333,0.015545972,0.644233876,-0.08106647,0.646227894,-0.05688366,0.428575965,0.003240547,0.373192101,-0.04445722,0.517682278
stagehand,GPT2,-0.22665901,0.464313304,0.000309174,0.515752145,-0.13806285,0.469283699,-0.08280253,0.29047284,-0.00664553,0.307217991,-0.063445576,0.347888183
state's attorney,GPT2,-0.11839204,0.744620552,0.020553973,0.686463001,-0.047023732,0.751912937,-0.04229375,0.506315163,0.009924304,0.417795732,-0.037704714,0.578063263
state attorney,GPT2,-0.19253865,0.552652196,0.003102202,0.539303883,-0.10841433,0.561326974,-0.06364636,0.392542373,0.005318885,0.387061758,-0.0501084,0.467149362
state senator,GPT2,-0.18308963,0.577116063,0.004948848,0.554875413,-0.096609056,0.597976227,-0.0555503,0.435680487,0.008008865,0.40501317,-0.04345625,0.526632963
state treasurer,GPT2,-0.17330137,0.602458236,0.009584971,0.593968739,-0.08866767,0.622630111,-0.05443509,0.441622644,0.007871872,0.404098956,-0.043202564,0.528901426
state trooper,GPT2,-0.1517422,0.658275736,0.014756484,0.637576652,-0.07308215,0.671015066,-0.046745695,0.482593932,0.009148952,0.412621469,-0.036008477,0.593231033
stateless person,GPT2,-0.1896783,0.560057749,0.000248865,0.515243601,-0.09880217,0.591167745,-0.0570206,0.42784631,0.01232061,0.433787329,-0.052788943,0.443179916
statesman,GPT2,-0.21214719,0.50188495,0.007789386,0.578827767,-0.13268653,0.485974384,-0.06556125,0.382339293,-0.001644723,0.340590558,-0.035050914,0.601793573
stateswoman,GPT2,-0.19351499,0.550124415,0.015318928,0.642319366,-0.1067122,0.566611205,-0.061060548,0.406320316,-0.000977923,0.345040405,-0.038528487,0.570697075
station keeper,GPT2,-0.18484949,0.57255972,0.011201819,0.607602534,-0.10431266,0.574060532,-0.07016719,0.357797532,-0.004176858,0.323692515,-0.051622137,0.453613508
statistician,GPT2,-0.2464695,0.413023202,-0.013765053,0.397073595,-0.14866088,0.436382313,-0.082987726,0.289486063,-0.003126641,0.330701072,-0.0676144,0.310610511
statue maker,GPT2,-0.24143495,0.42605784,-0.011021207,0.420210614,-0.14456266,0.44910516,-0.07937052,0.308759567,-0.002400158,0.335549208,-0.060388893,0.375221077
steelworker,GPT2,-0.22524059,0.467985646,-0.003851955,0.480664124,-0.13622609,0.474985886,-0.08544324,0.276402385,-0.008526383,0.294666233,-0.068080984,0.306438312
stepbrother,GPT2,-0.26230407,0.372026906,-0.008274041,0.443375629,-0.16854745,0.374644828,-0.09548912,0.222875073,-0.013381681,0.262264708,-0.069321446,0.295346086
stepchild,GPT2,-0.2460197,0.414187751,-0.005936335,0.463087941,-0.14887846,0.43570684,-0.0878766,0.263436749,-0.007621686,0.300703672,-0.06985712,0.290556083
stepdaughter,GPT2,-0.22676371,0.464042231,0.013563156,0.627514114,-0.13363636,0.483025654,-0.08366756,0.285863714,-0.013388979,0.262216005,-0.055918552,0.415194917
stepfather,GPT2,-0.21525131,0.493848267,0.004163305,0.548251457,-0.12822616,0.499821519,-0.078682005,0.312428171,-0.007288456,0.302927461,-0.057255585,0.403239152
stepmother,GPT2,-0.22714289,0.46306052,0.004232134,0.54883184,-0.12915522,0.496937269,-0.07902878,0.310580455,-0.006133443,0.31063537,-0.060168486,0.377191959
stepparent,GPT2,-0.28183505,0.321460466,-0.018425928,0.357771551,-0.1768298,0.348932428,-0.09396361,0.231003425,-0.011883823,0.272260569,-0.06924971,0.295987551
stepsister,GPT2,-0.20357874,0.524068989,0.01837635,0.668100562,-0.117353536,0.533575376,-0.07268941,0.344358425,-0.009971487,0.285022423,-0.044627994,0.516155214
stepson,GPT2,-0.24390465,0.419663694,-0.004782489,0.472817556,-0.15004201,0.432094621,-0.08862294,0.259460037,-0.010371069,0.282355841,-0.066487625,0.320686146
steward,GPT2,-0.26778287,0.357842087,-0.012877313,0.404559313,-0.17493823,0.354804771,-0.10043582,0.196517646,-0.020849727,0.212427173,-0.071682885,0.274230072
